curve,elapsed_sec,mean,ci_lo,ci_hi,n_runs
original r6 (n=3),288.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),289.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),290.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),291.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),292.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),293.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),294.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),295.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),296.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),297.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),298.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),299.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
original r6 (n=3),300.0,8.666666666666666,7.2324490901012854,10.100884243232047,3
ours r6 (n=2),0.0,0.0,0.0,0.0,2
ours r6 (n=2),1.0,0.0,0.0,0.0,2
ours r6 (n=2),2.0,0.0,0.0,0.0,2
ours r6 (n=2),3.0,0.0,0.0,0.0,2
ours r6 (n=2),4.0,0.0,0.0,0.0,2
ours r6 (n=2),5.0,0.0,0.0,0.0,2
ours r6 (n=2),6.0,0.0,0.0,0.0,2
ours r6 (n=2),7.0,0.0,0.0,0.0,2
ours r6 (n=2),8.0,0.0,0.0,0.0,2
ours r6 (n=2),9.0,0.0,0.0,0.0,2
ours r6 (n=2),10.0,0.0,0.0,0.0,2
ours r6 (n=2),11.0,0.0,0.0,0.0,2
ours r6 (n=2),12.0,0.0,0.0,0.0,2
ours r6 (n=2),13.0,0.0,0.0,0.0,2
ours r6 (n=2),14.0,0.0,0.0,0.0,2
ours r6 (n=2),15.0,0.0,0.0,0.0,2
ours r6 (n=2),16.0,0.0,0.0,0.0,2
ours r6 (n=2),17.0,0.0,0.0,0.0,2
ours r6 (n=2),18.0,0.0,0.0,0.0,2
ours r6 (n=2),19.0,0.0,0.0,0.0,2
ours r6 (n=2),20.0,0.0,0.0,0.0,2
ours r6 (n=2),21.0,0.5,-5.853102368216047,6.853102368216047,2
ours r6 (n=2),22.0,0.5384615384615384,-6.3033410119249735,7.38026408884805,2
ours r6 (n=2),23.0,0.5769230769230769,-6.753579655633899,7.907425809480053,2
ours r6 (n=2),24.0,1.1153846153846154,-0.35071593112678046,2.581485161896011,2
