curve,elapsed_sec,mean,ci_lo,ci_hi,n_runs
original r2 (n=3),46.0,2.375003138731952,-1.197535318590544,5.947541596054448,3
original r2 (n=3),47.0,2.4001590290855828,-1.153620181566537,5.9539382397377025,3
original r2 (n=3),48.0,2.4253149194392134,-1.1098950536762513,5.9605248925546785,3
original r2 (n=3),49.0,2.4504708097928436,-1.0663629447232439,5.967304564308931,3
original r2 (n=3),50.0,2.4756267001464742,-1.0230268961287052,5.974280296421654,3
original r2 (n=3),51.0,2.500782590500105,-0.9798899800660505,5.98145516106626,3
original r2 (n=3),52.0,2.525938480853735,-0.9369552985150182,5.988832260222488,3
original r2 (n=3),53.0,2.5510943712073653,-0.8942259822324776,5.996414724647208,3
original r2 (n=3),54.0,2.5762502615609955,-0.8517051896372441,6.004205712759235,3
original r2 (n=3),55.0,2.6014061519146265,-0.8093961056062424,6.0122084094354955,3
original r2 (n=3),56.0,2.6265620422682567,-0.7673019401794807,6.020426024715994,3
original r2 (n=3),57.0,2.6517179326218874,-0.7254259271713872,6.028861792415162,3
original r2 (n=3),58.0,2.676873822975518,-0.6837713226861979,6.037518968637234,3
original r2 (n=3),59.0,2.702029713329148,-0.6423414035352377,6.046400830193534,3
original r2 (n=3),60.0,2.7212596777568527,-0.618468752046645,6.06098810756035,3
original r2 (n=3),61.0,2.7404896421845577,-0.5946032020777272,6.075582486446843,3
original r2 (n=3),62.0,2.7597196066122627,-0.5707447832817376,6.090183996506263,3
original r2 (n=3),63.0,2.7789495710399663,-0.5468935254312579,6.104792667511191,3
original r2 (n=3),64.0,2.7981795354676713,-0.5230494584183787,6.119408529353722,3
original r2 (n=3),65.0,2.817409499895375,-0.499212612254901,6.134031612045651,3
original r2 (n=3),66.0,2.83663946432308,-0.47538301707249886,6.148661945718659,3
original r2 (n=3),67.0,2.8558694287507844,-0.4515607031229121,6.1632995606244805,3
original r2 (n=3),68.0,2.9522598870056496,-0.17750306658828263,6.082022840599581,3
original r2 (n=3),69.0,3.0486503452605143,0.07035599163542594,6.026944698885602,3
original r2 (n=3),70.0,3.14504080351538,0.28784682853498733,6.002234778495772,3
original r2 (n=3),71.0,3.241431261770245,0.4709842568310538,6.011878266709436,3
original r2 (n=3),72.0,3.2596165918199813,0.4944641362690261,6.0247690473709365,3
original r2 (n=3),73.0,3.277801921869718,0.5179254758456069,6.037678367893829,3
original r2 (n=3),74.0,3.2959872519194557,0.5413681690308336,6.050606334808078,3
original r2 (n=3),75.0,3.314172581969192,0.5647921088578607,6.063553055080524,3
original r2 (n=3),76.0,3.3323579120189293,0.5881971879260623,6.076518636111796,3
original r2 (n=3),77.0,3.3505432420686656,0.6115832984042546,6.089503185733077,3
original r2 (n=3),78.0,3.368728572118403,0.634950332034053,6.102506812202753,3
original r2 (n=3),79.0,3.3869139021681396,0.6582981801333427,6.115529624202937,3
original r2 (n=3),80.0,3.4050992322178764,0.6816267335998822,6.128571730835871,3
original r2 (n=3),81.0,3.423284562267613,0.7049358829150427,6.141633241620184,3
original r2 (n=3),82.0,3.44146989231735,0.7282255181476631,6.154714266487037,3
original r2 (n=3),83.0,3.4596552223670867,0.7514955289580523,6.1678149157761215,3
original r2 (n=3),84.0,3.4778405524168234,0.7747458046021198,6.180935300231527,3
original r2 (n=3),85.0,3.49602588246656,0.7979762339356404,6.19407553099748,3
original r2 (n=3),86.0,3.5142112125162974,0.8211867054186599,6.207235719613935,3
original r2 (n=3),87.0,3.5323965425660346,0.8443771071200428,6.220415978012026,3
original r2 (n=3),88.0,3.5505818726157705,0.8675473267221525,6.2336164185093885,3
original r2 (n=3),89.0,3.5687672026655073,0.8906972515256912,6.246837153805323,3
original r2 (n=3),90.0,3.5869525327152445,0.9138267684546606,6.260078296975829,3
original r2 (n=3),91.0,3.6051378627649817,0.9369357640614915,6.273339961468472,3
original r2 (n=3),92.0,3.623323192814718,0.9600241245323078,6.286622261097128,3
original r2 (n=3),93.0,3.6415085228644553,0.9830917356923479,6.299925310036563,3
original r2 (n=3),94.0,3.6596938529141916,1.006138483011532,6.313249222816851,3
original r2 (n=3),95.0,3.677879182963929,1.0291642516101822,6.326594114317675,3
original r2 (n=3),96.0,3.6960645130136656,1.0521689262649025,6.339960099762429,3
original r2 (n=3),97.0,3.714249843063403,1.0751523914146093,6.353347294712196,3
original r2 (n=3),98.0,3.732435173113139,1.0981145311667206,6.366755815059557,3
original r2 (n=3),99.0,3.7506205031628763,1.1210552293035088,6.380185777022244,3
original r2 (n=3),100.0,3.7688058332126126,1.1439743692886033,6.393637297136622,3
original r2 (n=3),101.0,3.78699116326235,1.1668718342736706,6.407110492251029,3
original r2 (n=3),102.0,3.805176493312087,1.1897475071052392,6.420605479518935,3
original r2 (n=3),103.0,3.8233618233618234,1.2126012703317026,6.434122376391944,3
original r2 (n=3),104.0,3.919230769230769,0.9876873107786839,6.850774227682854,3
original r2 (n=3),105.0,4.041025641025641,0.858610444565036,7.223440837486246,3
original r2 (n=3),106.0,4.162820512820512,0.7224977594453006,7.603143266195724,3
original r2 (n=3),107.0,4.2846153846153845,0.5808187456276777,7.988412023603091,3
original r2 (n=3),108.0,4.330169121658483,0.6859779356529274,7.974360307664039,3
original r2 (n=3),109.0,4.3757228587015815,0.7882870011362728,7.96315871626689,3
original r2 (n=3),110.0,4.421276595744681,0.8876086092282756,7.954944582261087,3
original r2 (n=3),111.0,4.466830332787779,0.9838044040130169,7.949856261562542,3
original r2 (n=3),112.0,4.512384069830878,1.0767361575871766,7.948031982074579,3
original r2 (n=3),113.0,4.557937806873977,1.1662670816866818,7.949608532061273,3
original r2 (n=3),114.0,4.603491543917076,1.2522632893690009,7.954719798465151,3
original r2 (n=3),115.0,4.627616709531604,1.2792011211090704,7.976032297954138,3
original r2 (n=3),116.0,4.65174187514613,1.3059395181404865,7.997544232151774,3
original r2 (n=3),117.0,4.675867040760657,1.3324780128218148,8.0192560686995,3
original r2 (n=3),118.0,4.699992206375185,1.3588161719850507,8.04116824076532,3
original r2 (n=3),119.0,4.7241173719897125,1.3849535973197806,8.063281146659644,3
original r2 (n=3),120.0,4.7482425376042405,1.4108899257280654,8.085595149480415,3
original r2 (n=3),121.0,4.772367703218767,1.436624829649321,8.108110576788214,3
original r2 (n=3),122.0,4.796492868833294,1.4621580173545512,8.130827720312038,3
original r2 (n=3),123.0,4.820618034447822,1.4874892332092595,8.153746835686384,3
original r2 (n=3),124.0,4.844743200062349,1.5126182579045544,8.176868142220144,3
original r2 (n=3),125.0,4.868868365676877,1.5375449086559336,8.200191822697821,3
original r2 (n=3),126.0,4.8929935312914035,1.5622690393693106,8.223718023213497,3
original r2 (n=3),127.0,4.9171186969059315,1.586790540773983,8.24744685303788,3
original r2 (n=3),128.0,4.941243862520459,1.6111093405221988,8.27137838451872,3
original r2 (n=3),129.0,4.965369028134986,1.6352254032551583,8.295512653014814,3
original r2 (n=3),130.0,4.989494193749513,1.65913873063529,8.319849656863736,3
original r2 (n=3),131.0,5.01361935936404,1.6828493613447284,8.344389357383353,3
original r2 (n=3),132.0,5.037744524978567,1.7063573710500122,8.369131678907122,3
original r2 (n=3),133.0,5.061869690593095,1.7296628723330598,8.39407650885313,3
original r2 (n=3),134.0,5.0859948562076225,1.7527660145885915,8.419223697826654,3
original r2 (n=3),135.0,5.11012002182215,1.7756669838881836,8.444573059756117,3
original r2 (n=3),136.0,5.134245187436677,1.7983660028112838,8.47012437206207,3
original r2 (n=3),137.0,5.157686592367443,1.818011445996222,8.497361738738665,3
original r2 (n=3),138.0,5.181127997298209,1.8374235927421845,8.524832401854233,3
original r2 (n=3),139.0,5.204569402228977,1.8566032853618828,8.55253551909607,3
original r2 (n=3),140.0,5.228010807159744,1.8755514103559685,8.580470203963518,3
original r2 (n=3),141.0,5.25145221209051,1.894268897519975,8.608635526661045,3
original r2 (n=3),142.0,5.274893617021276,1.912756719015975,8.637030515026577,3
original r2 (n=3),143.0,5.30092301367047,1.9354542927515315,8.666391734589409,3
original r2 (n=3),144.0,5.326952410319663,1.9577080122050665,8.696196808434259,3
original r2 (n=3),145.0,5.352981806968856,1.9795193677000897,8.726444246237623,3
original r2 (n=3),146.0,5.379011203618049,2.0008900162898726,8.757132390946225,3
original r2 (n=3),147.0,5.405040600267242,2.0218217785559314,8.788259421978552,3
original r2 (n=3),148.0,5.4310699969164355,2.0423166351216353,8.819823358711236,3
original r2 (n=3),149.0,5.4570993935656285,2.0623767228961642,8.851822064235092,3
original r2 (n=3),150.0,5.483128790214821,2.082004331065073,8.88425324936457,3
original r2 (n=3),151.0,5.509158186864014,2.1012018968444566,8.917114476883572,3
original r2 (n=3),152.0,5.535187583513209,2.1199720010164254,8.950403166009993,3
original r2 (n=3),153.0,5.561216980162402,2.138317363264239,8.984116597060565,3
original r2 (n=3),154.0,5.587246376811595,2.156240837325816,9.018251916297373,3
original r2 (n=3),155.0,5.611930701316009,2.1774959730732903,9.046365429558728,3
original r2 (n=3),156.0,5.636615025820423,2.1982721993174654,9.074957852323381,3
original r2 (n=3),157.0,5.661299350324838,2.218571146995938,9.104027553653738,3
original r2 (n=3),158.0,5.685983674829252,2.238394637421326,9.133572712237179,3
original r2 (n=3),159.0,5.7106679993336655,2.257744678560154,9.163591320107177,3
original r2 (n=3),160.0,5.7353523238380815,2.276623460967358,9.194081186708805,3
original r2 (n=3),161.0,5.760036648342496,2.295033353395198,9.225039943289794,3
original r2 (n=3),162.0,5.78472097284691,2.3129768980966654,9.256465047597153,3
original r2 (n=3),163.0,5.809405297351325,2.3304568058443866,9.288353788858263,3
original r2 (n=3),164.0,5.834089621855739,2.347475950687026,9.32070329302445,3
original r2 (n=3),165.0,5.858773946360153,2.364037364465903,9.353510528254404,3
original r2 (n=3),166.0,5.877974526250388,2.376900290188848,9.379048762311928,3
original r2 (n=3),167.0,5.897175106140623,2.38968712394048,9.404663088340767,3
original r2 (n=3),168.0,5.916375686030858,2.4023982823722223,9.430353089689493,3
original r2 (n=3),169.0,5.935576265921093,2.415034183961401,9.456118347880786,3
original r2 (n=3),170.0,5.954776845811328,2.4275952489049235,9.481958442717733,3
original r2 (n=3),171.0,5.973977425701563,2.4400818990140682,9.507872952389059,3
original r2 (n=3),172.0,5.9931780055917985,2.4524945576104487,9.533861453573149,3
original r2 (n=3),173.0,6.0123785854820335,2.464833649423176,9.559923521540892,3
original r2 (n=3),174.0,6.031579165372269,2.4770996004872594,9.586058730257278,3
original r2 (n=3),175.0,6.050779745262504,2.4892928380432813,9.612266652481726,3
original r2 (n=3),176.0,6.069980325152739,2.501413790438373,9.638546859867105,3
original r2 (n=3),177.0,6.089180905042974,2.5134628870285245,9.664898923057423,3
original r2 (n=3),178.0,6.108381484933209,2.52544055808225,9.691322411784167,3
original r2 (n=3),179.0,6.127582064823444,2.5373472346856465,9.717816894961242,3
original r2 (n=3),180.0,6.146782644713679,2.5491833486488615,9.744381940778496,3
original r2 (n=3),181.0,6.165983224603914,2.560949332413978,9.77101711679385,3
original r2 (n=3),182.0,6.185183804494149,2.572645618964385,9.797721990023913,3
original r2 (n=3),183.0,6.204384384384386,2.584272641735578,9.824496127033193,3
original r2 (n=3),184.0,6.223584964274619,2.595830834527477,9.85133909402176,3
original r2 (n=3),185.0,6.242785544164854,2.6073206314182573,9.87825045691145,3
original r2 (n=3),186.0,6.261986124055089,2.618742466679654,9.905229781430524,3
original r2 (n=3),187.0,6.281186703945324,2.630096774693843,9.932276633196805,3
original r2 (n=3),188.0,6.300387283835559,2.641383989871835,9.959390577799283,3
original r2 (n=3),189.0,6.319587863725796,2.6526045465734382,9.986571180878155,3
original r2 (n=3),190.0,6.338788443616029,2.6637588790287485,10.01381800820331,3
original r2 (n=3),191.0,6.357989023506264,2.674847421261249,10.04113062575128,3
original r2 (n=3),192.0,6.377189603396499,2.6858706070124283,10.068508599780571,3
original r2 (n=3),193.0,6.396390183286736,2.696828869668,10.095951496905473,3
original r2 (n=3),194.0,6.4155907631769695,2.7077226421856904,10.12345888416825,3
original r2 (n=3),195.0,6.434791343067206,2.7185523570246053,10.151030329109808,3
original r2 (n=3),196.0,6.45399192295744,2.7293184460761397,10.178665399838739,3
original r2 (n=3),197.0,6.473192502847675,2.740021340596519,10.20636366509883,3
original r2 (n=3),198.0,6.4923930827379115,2.7506614711408424,10.23412469433498,3
original r2 (n=3),199.0,6.511593662628145,2.7612392674987327,10.261948057757557,3
original r2 (n=3),200.0,6.53079424251838,2.771755158631552,10.289833326405208,3
original r2 (n=3),201.0,6.549994822408615,2.782209572611132,10.317780072206098,3
original r2 (n=3),202.0,6.56919540229885,2.7926029365600873,10.345787868037613,3
original r2 (n=3),203.0,6.593275862068967,2.8025270372163753,10.384024686921558,3
original r2 (n=3),204.0,6.61735632183908,2.8121214340742497,10.42259120960391,3
original r2 (n=3),205.0,6.641436781609197,2.8213898779575235,10.46148368526087,3
original r2 (n=3),206.0,6.66551724137931,2.830336145494833,10.500698337263787,3
original r2 (n=3),207.0,6.6895977011494265,2.838964035445121,10.540231366853732,3
original r2 (n=3),208.0,6.71367816091954,2.847277365117853,10.580078956721227,3
original r2 (n=3),209.0,6.737758620689655,2.855279966892413,10.620237274486897,3
original r2 (n=3),210.0,6.76183908045977,2.8629756848402996,10.66070247607924,3
original r2 (n=3),211.0,6.785919540229885,2.8703683714534742,10.701470709006294,3
original r2 (n=3),212.0,6.805555555555556,2.85422033623528,10.756890774875833,3
original r2 (n=3),213.0,6.824820788530466,2.838370121851993,10.811271455208939,3
original r2 (n=3),214.0,6.844086021505376,2.822149226506877,10.866022816503875,3
original r2 (n=3),215.0,6.863351254480286,2.805567375224829,10.921135133735744,3
original r2 (n=3),216.0,6.882616487455198,2.788634049631453,10.976598925278942,3
original r2 (n=3),217.0,6.901881720430107,2.771358490335139,11.032404950525075,3
original r2 (n=3),218.0,6.921146953405018,2.7537496997009487,11.088544207109088,3
original r2 (n=3),219.0,6.940412186379928,2.7358164449694202,11.145007927790434,3
original r2 (n=3),220.0,6.959677419354839,2.717567261676745,11.201787577032933,3
original r2 (n=3),221.0,6.978942652329749,2.699010457335877,11.258874847323622,3
original r2 (n=3),222.0,6.99820788530466,2.680154115341205,11.316261655268114,3
original r2 (n=3),223.0,7.017473118279571,2.661006099062363,11.373940137496778,3
original r2 (n=3),224.0,7.03673835125448,2.641574056095534,11.431902646413427,3
original r2 (n=3),225.0,7.056003584229391,2.6218654226433165,11.490141745815464,3
original r2 (n=3),226.0,7.075268817204301,2.6018874279966955,11.548650206411907,3
original r2 (n=3),227.0,7.090746171391333,2.5851943489291047,11.596297993853561,3
original r2 (n=3),228.0,7.106223525578365,2.5684167168444167,11.644030334312312,3
original r2 (n=3),229.0,7.121700879765396,2.5515563220071424,11.69184543752365,3
original r2 (n=3),230.0,7.137178233952429,2.5346149088977574,11.7397415590071,3
original r2 (n=3),231.0,7.15265558813946,2.517594177501521,11.787716998777398,3
original r2 (n=3),232.0,7.168132942326491,2.500495784561619,11.835770100091363,3
original r2 (n=3),233.0,7.183610296513522,2.483321344797317,11.883899248229728,3
original r2 (n=3),234.0,7.199087650700554,2.4660724320878717,11.932102869313237,3
original r2 (n=3),235.0,7.214565004887586,2.4487505806229564,11.980379429152215,3
original r2 (n=3),236.0,7.230042359074616,2.431357286020324,12.028727432128909,3
original r2 (n=3),237.0,7.245519713261648,2.4138940064115113,12.077145420111783,3
original r2 (n=3),238.0,7.26099706744868,2.3963621634962973,12.125631971401063,3
original r2 (n=3),239.0,7.276474421635712,2.3787631435667134,12.17418569970471,3
original r2 (n=3),240.0,7.291951775822743,2.3610982985013553,12.22280525314413,3
original r2 (n=3),241.0,7.307429130009775,2.3433689467307355,12.271489313288814,3
original r2 (n=3),242.0,7.322906484196807,2.32557637417446,12.320236594219153,3
original r2 (n=3),243.0,7.338383838383838,2.3077218351509323,12.369045841616744,3
original r2 (n=3),244.0,7.353861192570871,2.2898065532603527,12.417915831881388,3
original r2 (n=3),245.0,7.369338546757902,2.271831722241706,12.466845371274097,3
original r2 (n=3),246.0,7.3848159009449335,2.253798506804496,12.515833295085372,3
original r2 (n=3),247.0,7.400293255131966,2.2357080434358725,12.564878466828059,3
original r2 (n=3),248.0,7.415770609318996,2.217561441183883,12.613979777454109,3
original r2 (n=3),249.0,7.431247963506029,2.199359782417515,12.663136144594542,3
original r2 (n=3),250.0,7.446725317693059,2.181104123564194,12.712346511821924,3
original r2 (n=3),251.0,7.462202671880092,2.162795495825372,12.76160984793481,3
original r2 (n=3),252.0,7.477680026067122,2.144434905870871,12.810925146263372,3
original r2 (n=3),253.0,7.4931573802541545,2.126023336512583,12.860291423995726,3
original r2 (n=3),254.0,7.508634734441185,2.107561747358149,12.90970772152422,3
original r2 (n=3),255.0,7.524112088628217,2.089051075445189,12.959173101811245,3
original r2 (n=3),256.0,7.539589442815249,2.0704922358566895,13.008686649773807,3
original r2 (n=3),257.0,7.55506679700228,2.051886122318101,13.05824747168646,3
original r2 (n=3),258.0,7.570544151189313,2.033233607776686,13.10785469460194,3
original r2 (n=3),259.0,7.586021505376344,2.014535544963664,13.157507465789024,3
original r2 (n=3),260.0,7.591397849462365,2.0094048471417025,13.173390851783028,3
original r2 (n=3),261.0,7.596774193548387,2.004198205884392,13.189350181212383,3
original r2 (n=3),262.0,7.602150537634408,1.9989160515011735,13.205385023767644,3
original r2 (n=3),263.0,7.607526881720429,1.993558814092376,13.221494949348482,3
original r2 (n=3),264.0,7.612903225806451,1.9881269234936232,13.23767952811928,3
original r2 (n=3),265.0,7.618279569892473,1.982620809221249,13.253938330563697,3
original r2 (n=3),266.0,7.623655913978495,1.9770409004187375,13.270270927538252,3
original r2 (n=3),267.0,7.629032258064516,1.9713876258041578,13.286676890324873,3
original r2 (n=3),268.0,7.634408602150537,1.9656614136186459,13.303155790682428,3
original r2 (n=3),269.0,7.63978494623656,1.9598626915758652,13.319707200897255,3
original r2 (n=3),270.0,7.645161290322581,1.9539918868125028,13.33633069383266,3
original r2 (n=3),271.0,7.650537634408603,1.948049425839776,13.35302584297743,3
original r2 (n=3),272.0,7.655913978494624,1.9420357344959305,13.369792222493317,3
original r2 (n=3),273.0,7.661290322580645,1.9359512378997668,13.386629407261523,3
original r2 (n=3),274.0,7.666666666666667,1.9297963604051445,13.40353697292819,3
original r2 (n=3),275.0,7.75,1.8257091376813452,13.674290862318655,3
